Date,Region,Product_Service_Name,Category_Department,Revenue,Cost,Profit,Profit_Margin_pct,Units_Sold,Inventory_Level,Return_Rate_pct,Order_ID,Customer_ID,Customer_Segment,Campaign_Name,Conversion_Rate_pct,Customer_Satisfaction_Score,Average_Order_Value,Month,Quarter,Year,Week_Number
23-02-2025,North,ERP Module,Software,178697.31,118701.46,59995.85,33.57,223,,0,ORD-633693,CUST-54610,Wholesale,Q1 Launch,0.104,4,801.33,2025-02,2025-Q1,2025,8
12-03-2025,North,Jacket,Apparel,16087.79,10669.5,5418.3,33.68,136,3518,0.084,ORD-366753,CUST-42086,Online,Spring Promo,0.055,4,118.29,2025-03,2025-Q1,2025,11
03-07-2025,South,Smart Monitor,Electronics,28234.61,18018.67,10215.93,36.18,115,3225,0.079,ORD-262449,CUST-85055,Online,Back-to-School,0.085,4,245.52,2025-07,2025-Q3,2025,27
22-09-2025,South,Data Analytics Tool,Software,113461.94,85086.52,28375.42,25.01,55,,0,ORD-748253,CUST-96583,Online,Spring Promo,0.068,5,2062.94,2025-09,2025-Q3,2025,39
29-07-2025,South,Polo Shirt,Apparel,49935.13,36171.46,13763.67,27.56,281,445,0.097,ORD-957390,CUST-97267,Online,Summer Sale,0.116,4,177.71,2025-07,2025-Q3,2025,31
28-08-2025,East,E-Reader,Electronics,36385.84,25761.7,10624.14,29.2,93,4501,0.045,ORD-980888,CUST-50544,Online,Back-to-School,0.059,3,391.25,2025-08,2025-Q3,2025,35
16-10-2025,South,Jacket,Apparel,26769.37,19330.91,7438.45,27.79,164,2122,0.057,ORD-373417,CUST-78132,Retail,Spring Promo,0.1,2,163.23,2025-10,2025-Q4,2025,42
15-03-2025,South,Deluxe Widget,Electronics,58534.37,43890.25,14644.12,25.02,80,2823,0.039,ORD-748828,CUST-39635,Retail,Holiday Sale,0.096,4,731.68,2025-03,2025-Q1,2025,11
21-12-2024,East,Wireless Headphones,Electronics,102056.52,72667.9,29388.63,28.8,105,557,0.072,ORD-986326,CUST-28336,Online,Holiday Sale,0.101,4,971.97,2024-12,2024-Q4,2024,51
18-11-2024,West,Cloud Subscription,Software,241812.59,142478.07,99334.52,41.08,172,,0,ORD-332056,CUST-83811,Online,Back-to-School,0.061,5,1405.89,2024-11,2024-Q4,2024,47
06-11-2024,South,Maintenance Contract,Services,79019.92,41755.87,37264.05,47.16,213,,0,ORD-694107,CUST-32658,Online,Q1 Launch,0.116,1,370.99,2024-11,2024-Q4,2024,45
06-07-2024,West,Jacket,Apparel,694.16,392.58,301.58,43.45,11,2622,0.081,ORD-891236,CUST-65530,Retail,Spring Promo,0.092,4,63.11,2024-07,2024-Q3,2024,27
12-09-2025,East,Deluxe Widget,Electronics,75585.75,43378.21,32207.54,42.61,234,1744,0.097,ORD-738869,CUST-70683,Online,Back-to-School,0.107,5,323.02,2025-09,2025-Q3,2025,37
09-04-2025,South,Smart Monitor,Electronics,82541.1,45999.55,36541.55,44.27,116,4499,0.071,ORD-144001,CUST-62684,Online,Back-to-School,0.114,4,711.56,2025-04,2025-Q2,2025,15
16-03-2025,South,Installation Service,Services,61848.47,36915.56,24932.91,40.31,220,,0,ORD-680815,CUST-89026,Retail,Spring Promo,0.095,4,281.13,2025-03,2025-Q1,2025,11
28-08-2025,West,E-Reader,Electronics,125509.36,78643.7,46865.66,37.34,281,2488,0.097,ORD-633157,CUST-17595,Retail,Holiday Sale,0.111,5,446.65,2025-08,2025-Q3,2025,35
10-08-2024,South,Data Analytics Tool,Software,178029.28,112381.07,65648.22,36.87,158,,0,ORD-371912,CUST-12417,Retail,Summer Sale,0.069,4,1126.77,2024-08,2024-Q3,2024,32
25-02-2025,South,Data Analytics Tool,Software,579260.6,298106.69,281153.9,48.54,247,,0,ORD-680614,CUST-16500,Retail,Q1 Launch,0.137,4,2345.18,2025-02,2025-Q1,2025,9
25-08-2025,North,Premium Support,Services,50502.33,31489.39,19012.94,37.65,227,,0,ORD-604220,CUST-99356,Retail,Holiday Sale,0.032,2,222.48,2025-08,2025-Q3,2025,35
28-07-2024,East,Cloud Subscription,Software,569115.86,325486.8,243629.06,42.81,277,,0,ORD-852806,CUST-18034,Retail,Q1 Launch,0.104,2,2054.57,2024-07,2024-Q3,2024,30
10-05-2025,North,Smart Monitor,Electronics,46775.22,30187.74,16587.48,35.46,134,2900,0.077,ORD-871817,CUST-45730,Online,Q1 Launch,0.065,3,349.07,2025-05,2025-Q2,2025,19
09-02-2025,South,Cloud Subscription,Software,109859.09,56608.69,53250.39,48.47,94,,0,ORD-984294,CUST-77038,Retail,Summer Sale,0.076,3,1168.71,2025-02,2025-Q1,2025,6
21-04-2025,North,CRM Suite,Software,248317.83,150803.66,97514.18,39.27,108,,0,ORD-143484,CUST-68499,Online,Spring Promo,0.104,4,2299.24,2025-04,2025-Q2,2025,17
17-08-2025,West,E-Reader,Electronics,105090.54,55668.48,49422.07,47.03,149,4983,0.026,ORD-530777,CUST-54528,Online,Summer Sale,0.059,4,705.31,2025-08,2025-Q3,2025,33
14-04-2025,East,Wireless Headphones,Electronics,128982.31,73954.32,55027.99,42.66,172,2881,0.011,ORD-921478,CUST-88073,Retail,Holiday Sale,0.149,5,749.9,2025-04,2025-Q2,2025,16
16-01-2025,North,Wireless Headphones,Electronics,34242.25,19402.55,14839.7,43.34,51,4380,0.095,ORD-902136,CUST-45214,Retail,Q1 Launch,0.137,4,671.42,2025-01,2025-Q1,2025,3
13-06-2025,South,Consulting Hour,Services,1637.19,1006.21,630.98,38.54,11,,0,ORD-481259,CUST-60313,Online,Holiday Sale,0.081,5,148.84,2025-06,2025-Q2,2025,24
28-04-2025,North,Cloud Subscription,Software,119723.63,63877.58,55846.05,46.65,56,,0,ORD-520894,CUST-49741,Online,Summer Sale,0.021,4,2137.92,2025-04,2025-Q2,2025,18
27-05-2024,East,Data Analytics Tool,Software,152709.91,91106.03,61603.88,40.34,87,,0,ORD-825438,CUST-59774,Online,Back-to-School,0.02,4,1755.29,2024-05,2024-Q2,2024,22
31-10-2024,North,Smart Monitor,Electronics,185728.43,115177.27,70551.15,37.99,277,3569,0.056,ORD-812849,CUST-36771,Retail,Spring Promo,0.069,3,670.5,2024-10,2024-Q4,2024,44
20-08-2024,West,Wireless Headphones,Electronics,57155.84,40819.43,16336.41,28.58,260,3442,0.098,ORD-368174,CUST-70095,Retail,Spring Promo,0.069,5,219.83,2024-08,2024-Q3,2024,34
21-05-2025,West,Smart Monitor,Electronics,13492.35,7935.68,5556.67,41.18,17,112,0.038,ORD-118461,CUST-10474,Online,Spring Promo,0.093,5,793.67,2025-05,2025-Q2,2025,21
21-12-2024,North,Consulting Hour,Services,19282.99,12160.81,7122.18,36.94,136,,0,ORD-950671,CUST-63109,Retail,Summer Sale,0.129,4,141.79,2024-12,2024-Q4,2024,51
11-02-2025,East,CRM Suite,Software,79093.39,44977.96,34115.44,43.13,113,,0,ORD-622011,CUST-69590,Retail,Spring Promo,0.114,5,699.94,2025-02,2025-Q1,2025,7
11-08-2025,East,T-Shirt,Apparel,10389.18,7283.14,3106.04,29.9,131,1263,0.073,ORD-433361,CUST-67716,Online,Spring Promo,0.045,2,79.31,2025-08,2025-Q3,2025,33
06-10-2024,South,E-Reader,Electronics,70271.21,39333.97,30937.23,44.03,177,3570,0.096,ORD-125686,CUST-80779,Retail,Back-to-School,0.08,4,397.01,2024-10,2024-Q4,2024,40
15-05-2024,East,Data Analytics Tool,Software,181274.39,95719.74,85554.65,47.2,217,,0,ORD-597056,CUST-61619,Wholesale,Spring Promo,0.071,5,835.37,2024-05,2024-Q2,2024,20
22-05-2024,West,Polo Shirt,Apparel,29414.65,20095.26,9319.4,31.68,197,4213,0.081,ORD-881837,CUST-62109,Online,Summer Sale,0.14,3,149.31,2024-05,2024-Q2,2024,21
02-06-2025,East,Wireless Headphones,Electronics,55775.81,34433.57,21342.24,38.26,112,4070,0.075,ORD-788869,CUST-46492,Wholesale,Q1 Launch,0.138,4,498,2025-06,2025-Q2,2025,23
14-12-2024,North,CRM Suite,Software,214123.86,116626.65,97497.21,45.53,247,,0,ORD-585015,CUST-66189,Online,Spring Promo,0.072,2,866.9,2024-12,2024-Q4,2024,50
20-08-2024,East,E-Reader,Electronics,32384.99,23306.98,9078,28.03,51,266,0.036,ORD-776218,CUST-48882,Wholesale,Spring Promo,0.022,3,635,2024-08,2024-Q3,2024,34
17-11-2024,South,Deluxe Widget,Electronics,96889.93,51037.27,45852.67,47.32,266,3371,0.046,ORD-222430,CUST-22613,Online,Back-to-School,0.083,1,364.25,2024-11,2024-Q4,2024,46
11-08-2025,East,Hoodie,Apparel,13607.6,8912.85,4694.75,34.5,270,4817,0.069,ORD-280533,CUST-37364,Retail,Holiday Sale,0.137,3,50.4,2025-08,2025-Q3,2025,33
19-04-2025,East,Consulting Hour,Services,5696.88,3490.17,2206.71,38.74,26,,0,ORD-586951,CUST-36774,Online,Q1 Launch,0.08,4,219.11,2025-04,2025-Q2,2025,16
21-10-2025,East,Deluxe Widget,Electronics,43339.75,23969.39,19370.35,44.69,73,3580,0.085,ORD-692360,CUST-75792,Online,Back-to-School,0.074,5,593.7,2025-10,2025-Q4,2025,43
04-09-2025,North,Cloud Subscription,Software,186535.65,134107.07,52428.58,28.11,190,,0,ORD-758712,CUST-53265,Online,Spring Promo,0.052,3,981.77,2025-09,2025-Q3,2025,36
17-07-2024,South,Deluxe Widget,Electronics,55568.82,31295.13,24273.69,43.68,113,1374,0.057,ORD-618614,CUST-24751,Retail,Summer Sale,0.044,5,491.76,2024-07,2024-Q3,2024,29
14-07-2024,North,ERP Module,Software,632179,358846.29,273332.71,43.24,278,,0,ORD-471294,CUST-51039,Retail,Q1 Launch,0.061,5,2274.03,2024-07,2024-Q3,2024,28
15-08-2025,South,Consulting Hour,Services,16624.02,8733.23,7890.79,47.47,125,,0,ORD-301766,CUST-93156,Online,Back-to-School,0.034,3,132.99,2025-08,2025-Q3,2025,33
14-08-2024,West,Cloud Subscription,Software,450898.45,246822.52,204075.93,45.26,212,,0,ORD-448616,CUST-29659,Online,Holiday Sale,0.049,4,2126.88,2024-08,2024-Q3,2024,33
13-09-2024,West,Polo Shirt,Apparel,763.27,499.37,263.9,34.58,19,2748,0.015,ORD-798573,CUST-11825,Retail,Spring Promo,0.058,4,40.17,2024-09,2024-Q3,2024,37
17-10-2025,West,Wireless Headphones,Electronics,94789.08,50282.04,44507.04,46.95,147,1403,0.072,ORD-755924,CUST-46009,Online,Q1 Launch,0.059,5,644.82,2025-10,2025-Q4,2025,42
29-06-2025,South,Maintenance Contract,Services,12753.11,6652.78,6100.33,47.83,39,,0,ORD-396025,CUST-59482,Online,Spring Promo,0.148,4,327,2025-06,2025-Q2,2025,26
04-08-2025,North,Smart Monitor,Electronics,18936.42,10373.25,8563.16,45.22,34,3477,0.045,ORD-307878,CUST-53262,Online,Back-to-School,0.115,4,556.95,2025-08,2025-Q3,2025,32
16-01-2025,South,E-Reader,Electronics,6728.7,4030.34,2698.35,40.1,17,1015,0.029,ORD-835469,CUST-68330,Retail,Spring Promo,0.094,4,395.81,2025-01,2025-Q1,2025,3
27-03-2025,East,Installation Service,Services,75577.04,53431.39,22145.65,29.3,266,,0,ORD-184970,CUST-73653,Online,Back-to-School,0.083,5,284.12,2025-03,2025-Q1,2025,13
25-10-2024,East,ERP Module,Software,536474.29,376564.78,159909.51,29.81,269,,0,ORD-601973,CUST-34178,Retail,Holiday Sale,0.14,4,1994.33,2024-10,2024-Q4,2024,43
11-03-2025,East,Deluxe Widget,Electronics,2259.44,1376.45,882.99,39.08,11,3924,0.071,ORD-834585,CUST-76999,Retail,Summer Sale,0.063,4,205.4,2025-03,2025-Q1,2025,11
02-06-2025,West,Wireless Headphones,Electronics,14494.7,8029.83,6464.87,44.6,46,958,0.089,ORD-566975,CUST-61004,Retail,Summer Sale,0.14,5,315.1,2025-06,2025-Q2,2025,23
30-12-2024,East,E-Reader,Electronics,113276.24,67049.71,46226.53,40.81,244,141,0.098,ORD-173120,CUST-73974,Online,Q1 Launch,0.079,5,464.25,2024-12,2024-Q4,2024,1
09-09-2024,South,Smart Monitor,Electronics,225343.5,112970.48,112373.03,49.87,290,4441,0.061,ORD-313711,CUST-51044,Online,Holiday Sale,0.072,3,777.05,2024-09,2024-Q3,2024,37
20-09-2024,East,E-Reader,Electronics,82712.81,50814.42,31898.39,38.57,183,3729,0.025,ORD-358286,CUST-23325,Retail,Holiday Sale,0.026,4,451.98,2024-09,2024-Q3,2024,38
28-02-2025,West,ERP Module,Software,67706.1,49105.62,18600.48,27.47,62,,0,ORD-763948,CUST-76958,Online,Back-to-School,0.08,4,1092.03,2025-02,2025-Q1,2025,9
22-01-2025,South,E-Reader,Electronics,62683.94,34283.64,28400.29,45.31,142,3428,0.04,ORD-704310,CUST-94391,Online,Spring Promo,0.049,5,441.44,2025-01,2025-Q1,2025,4
12-11-2024,West,CRM Suite,Software,414909.67,243184.84,171724.83,41.39,254,,0,ORD-166950,CUST-52704,Wholesale,Back-to-School,0.127,4,1633.5,2024-11,2024-Q4,2024,46
25-08-2025,West,Wireless Headphones,Electronics,138377.54,95657.93,42719.61,30.87,241,1163,0.013,ORD-953240,CUST-48793,Retail,Holiday Sale,0.021,4,574.18,2025-08,2025-Q3,2025,35
12-10-2025,North,Hoodie,Apparel,25588.34,13918.58,11669.76,45.61,276,1899,0.047,ORD-757720,CUST-55380,Online,Q1 Launch,0.139,4,92.71,2025-10,2025-Q4,2025,41
08-08-2025,North,Smart Monitor,Electronics,104359.74,59225.96,45133.78,43.25,110,2361,0.059,ORD-639782,CUST-44187,Retail,Summer Sale,0.03,4,948.72,2025-08,2025-Q3,2025,32
20-06-2024,South,Smart Monitor,Electronics,72841.18,46616.79,26224.38,36,117,3158,0.054,ORD-456108,CUST-15220,Online,Spring Promo,0.037,5,622.57,2024-06,2024-Q2,2024,25
27-07-2025,East,Smart Monitor,Electronics,42484.44,26577.28,15907.15,37.44,160,4540,0.023,ORD-905975,CUST-87987,Online,Back-to-School,0.144,2,265.53,2025-07,2025-Q3,2025,30
15-06-2024,East,Consulting Hour,Services,5590.53,3616.99,1973.54,35.3,10,,0,ORD-174131,CUST-88495,Online,Summer Sale,0.072,4,559.05,2024-06,2024-Q2,2024,24
24-08-2025,North,Deluxe Widget,Electronics,43934.23,24659.99,19274.24,43.87,220,2968,0.053,ORD-883296,CUST-12199,Retail,Spring Promo,0.066,4,199.7,2025-08,2025-Q3,2025,34
28-06-2025,North,Hoodie,Apparel,6895.14,4387.83,2507.3,36.36,80,3422,0.083,ORD-489230,CUST-14515,Online,Holiday Sale,0.128,5,86.19,2025-06,2025-Q2,2025,26
07-09-2025,West,Polo Shirt,Apparel,6229.62,3884.88,2344.73,37.64,83,661,0.053,ORD-913944,CUST-72999,Online,Summer Sale,0.047,4,75.06,2025-09,2025-Q3,2025,36
17-09-2024,West,Hoodie,Apparel,14936.85,10860.48,4076.37,27.29,272,2696,0.048,ORD-417194,CUST-78417,Wholesale,Q1 Launch,0.067,4,54.91,2024-09,2024-Q3,2024,38
22-07-2024,East,Installation Service,Services,82961.12,51180.72,31780.4,38.31,169,,0,ORD-768281,CUST-55589,Online,Summer Sale,0.04,3,490.89,2024-07,2024-Q3,2024,30
26-02-2025,South,Polo Shirt,Apparel,5262.9,2731.22,2531.68,48.1,59,3789,0.042,ORD-278297,CUST-82263,Retail,Q1 Launch,0.116,3,89.2,2025-02,2025-Q1,2025,9
21-07-2025,East,Smart Monitor,Electronics,53081.43,39542.41,13539.02,25.51,99,1972,0.075,ORD-373745,CUST-33296,Retail,Summer Sale,0.128,2,536.18,2025-07,2025-Q3,2025,30
08-11-2024,North,Hoodie,Apparel,8062.26,5172.15,2890.11,35.85,257,2712,0.011,ORD-917609,CUST-68360,Online,Q1 Launch,0.117,5,31.37,2024-11,2024-Q4,2024,45
18-09-2024,West,Polo Shirt,Apparel,12896.01,7561.04,5334.97,41.37,238,732,0.081,ORD-135686,CUST-27919,Online,Spring Promo,0.1,5,54.18,2024-09,2024-Q3,2024,38
21-09-2024,West,Deluxe Widget,Electronics,90464.04,46558.15,43905.9,48.53,205,3066,0.015,ORD-291718,CUST-21901,Retail,Spring Promo,0.073,4,441.29,2024-09,2024-Q3,2024,38
24-12-2024,South,Smart Monitor,Electronics,47021.61,28826.29,18195.32,38.7,75,3687,0.012,ORD-717351,CUST-99100,Retail,Holiday Sale,0.141,4,626.95,2024-12,2024-Q4,2024,52
17-06-2025,North,E-Reader,Electronics,61248.69,44186.18,17062.52,27.86,93,3855,0.019,ORD-979776,CUST-38765,Retail,Spring Promo,0.049,4,658.59,2025-06,2025-Q2,2025,25
22-09-2025,West,Maintenance Contract,Services,64521.32,43786.45,20734.87,32.14,211,,0,ORD-576675,CUST-26881,Retail,Q1 Launch,0.092,4,305.79,2025-09,2025-Q3,2025,39
16-07-2025,North,Data Analytics Tool,Software,297609.87,216074.08,81535.79,27.4,194,,0,ORD-811015,CUST-92378,Online,Back-to-School,0.139,2,1534.07,2025-07,2025-Q3,2025,29
03-09-2024,North,Hoodie,Apparel,712.28,423.23,289.06,40.58,10,1861,0.069,ORD-454776,CUST-81084,Online,Spring Promo,0.096,4,71.23,2024-09,2024-Q3,2024,36
03-02-2025,South,Maintenance Contract,Services,79283.67,40776.04,38507.63,48.57,223,,0,ORD-919095,CUST-54392,Online,Summer Sale,0.093,5,355.53,2025-02,2025-Q1,2025,6
07-06-2024,North,Cloud Subscription,Software,68012.65,48977.08,19035.57,27.99,37,,0,ORD-519334,CUST-72658,Retail,Summer Sale,0.057,4,1838.18,2024-06,2024-Q2,2024,23
20-10-2025,East,Jacket,Apparel,26848.13,17179.66,9668.47,36.01,252,598,0.042,ORD-944373,CUST-51120,Retail,Q1 Launch,0.104,4,106.54,2025-10,2025-Q4,2025,43
24-02-2025,South,Data Analytics Tool,Software,164930.75,84889.25,80041.5,48.53,110,,0,ORD-634073,CUST-92660,Wholesale,Spring Promo,0.086,2,1499.37,2025-02,2025-Q1,2025,9
02-05-2025,South,CRM Suite,Software,203520.83,145172.62,58348.21,28.67,111,,0,ORD-990044,CUST-46725,Retail,Summer Sale,0.054,4,1833.52,2025-05,2025-Q2,2025,18
06-01-2025,South,Wireless Headphones,Electronics,33338.71,19560.9,13777.81,41.33,55,1046,0.015,ORD-462677,CUST-51125,Retail,Summer Sale,0.146,4,606.16,2025-01,2025-Q1,2025,2
18-09-2024,West,E-Reader,Electronics,77593.08,46845.84,30747.24,39.63,236,2008,0.036,ORD-685299,CUST-24403,Retail,Holiday Sale,0.133,4,328.78,2024-09,2024-Q3,2024,38
01-11-2024,South,Data Analytics Tool,Software,197866.48,141639.24,56227.24,28.42,117,,0,ORD-262669,CUST-86420,Retail,Holiday Sale,0.1,3,1691.17,2024-11,2024-Q4,2024,44
14-05-2024,South,T-Shirt,Apparel,21857.57,14280.54,7577.03,34.67,172,1725,0.021,ORD-773317,CUST-54179,Wholesale,Summer Sale,0.114,4,127.08,2024-05,2024-Q2,2024,20
08-12-2024,West,Premium Support,Services,43385.04,22864.13,20520.91,47.3,122,,0,ORD-516501,CUST-71538,Wholesale,Q1 Launch,0.062,4,355.62,2024-12,2024-Q4,2024,49
02-05-2025,South,Jacket,Apparel,2986.46,1502.66,1483.79,49.68,36,1721,0.083,ORD-191272,CUST-62461,Online,Spring Promo,0.14,5,82.96,2025-05,2025-Q2,2025,18
31-07-2025,West,Polo Shirt,Apparel,6983.71,4492.02,2491.69,35.68,172,1541,0.051,ORD-356082,CUST-98420,Online,Back-to-School,0.099,3,40.6,2025-07,2025-Q3,2025,31
22-08-2024,South,Wireless Headphones,Electronics,211545.02,136776.58,74768.44,35.34,286,603,0.012,ORD-714210,CUST-31291,Retail,Holiday Sale,0.061,4,739.67,2024-08,2024-Q3,2024,34
30-04-2025,East,Premium Support,Services,12717.22,7498.84,5218.38,41.03,36,,0,ORD-219513,CUST-28758,Retail,Spring Promo,0.129,3,353.26,2025-04,2025-Q2,2025,18
12-03-2025,South,Wireless Headphones,Electronics,64696.34,35880.48,28815.85,44.54,164,3356,0.023,ORD-315581,CUST-69787,Retail,Spring Promo,0.049,5,394.49,2025-03,2025-Q1,2025,11
16-03-2025,North,Data Analytics Tool,Software,43214.12,21635,21579.12,49.94,47,,0,ORD-456077,CUST-35150,Online,Q1 Launch,0.095,5,919.45,2025-03,2025-Q1,2025,11
11-01-2025,South,Wireless Headphones,Electronics,35946.02,20989.5,14956.52,41.61,53,505,0.015,ORD-556923,CUST-14304,Retail,Spring Promo,0.114,4,678.23,2025-01,2025-Q1,2025,2
29-04-2025,East,Hoodie,Apparel,6666.91,4402.02,2264.89,33.97,112,4602,0.031,ORD-613817,CUST-65602,Online,Spring Promo,0.111,3,59.53,2025-04,2025-Q2,2025,18
08-03-2025,East,T-Shirt,Apparel,32400.82,16493.9,15906.92,49.09,218,506,0.02,ORD-666453,CUST-68683,Online,Back-to-School,0.058,5,148.63,2025-03,2025-Q1,2025,10
03-09-2024,South,Smart Monitor,Electronics,8096.12,4613.15,3482.97,43.02,19,3198,0.085,ORD-498221,CUST-88075,Wholesale,Spring Promo,0.117,4,426.11,2024-09,2024-Q3,2024,36
14-05-2025,East,Polo Shirt,Apparel,6681.18,4240.78,2440.4,36.53,172,1027,0.091,ORD-994379,CUST-49227,Online,Q1 Launch,0.033,5,38.84,2025-05,2025-Q2,2025,20
21-06-2025,South,Cloud Subscription,Software,60573.7,44200.43,16373.28,27.03,102,,0,ORD-267872,CUST-70702,Online,Q1 Launch,0.134,1,593.86,2025-06,2025-Q2,2025,25
17-02-2025,West,Hoodie,Apparel,5718.09,3198.13,2519.95,44.07,102,2180,0.04,ORD-137877,CUST-45003,Retail,Q1 Launch,0.073,4,56.06,2025-02,2025-Q1,2025,8
10-02-2025,South,E-Reader,Electronics,71503.96,50881.62,20622.35,28.84,96,2490,0.083,ORD-825387,CUST-66505,Retail,Back-to-School,0.05,4,744.83,2025-02,2025-Q1,2025,7
13-05-2024,South,Consulting Hour,Services,31443.97,22353.37,9090.6,28.91,274,,0,ORD-995152,CUST-92460,Retail,Q1 Launch,0.064,4,114.76,2024-05,2024-Q2,2024,20
24-07-2025,West,Deluxe Widget,Electronics,63365.75,43698.44,19667.31,31.04,189,300,0.02,ORD-745975,CUST-13590,Online,Summer Sale,0.025,5,335.27,2025-07,2025-Q3,2025,30
16-04-2025,West,Jacket,Apparel,10425.06,7516.6,2908.46,27.9,143,282,0.026,ORD-561413,CUST-87873,Online,Back-to-School,0.087,4,72.9,2025-04,2025-Q2,2025,16
03-08-2024,West,CRM Suite,Software,298083.25,182977.81,115105.44,38.62,187,,0,ORD-314379,CUST-25706,Retail,Summer Sale,0.121,5,1594.03,2024-08,2024-Q3,2024,31
17-03-2025,East,Hoodie,Apparel,9913.34,6465.72,3447.62,34.78,195,4148,0.017,ORD-378067,CUST-58648,Online,Spring Promo,0.088,5,50.84,2025-03,2025-Q1,2025,12
25-05-2025,East,Consulting Hour,Services,13794.46,8229.6,5564.86,40.34,22,,0,ORD-366392,CUST-57556,Retail,Summer Sale,0.114,4,627.02,2025-05,2025-Q2,2025,21
11-06-2024,East,Polo Shirt,Apparel,26791.07,16524,10267.06,38.32,197,3819,0.055,ORD-895817,CUST-30771,Online,Back-to-School,0.037,4,136,2024-06,2024-Q2,2024,24
28-12-2024,North,Deluxe Widget,Electronics,129244.52,70878.49,58366.03,45.16,276,4290,0.05,ORD-470240,CUST-55428,Retail,Spring Promo,0.14,3,468.28,2024-12,2024-Q4,2024,52
18-03-2025,East,Smart Monitor,Electronics,74640.13,51349.01,23291.12,31.2,145,1790,0.046,ORD-631166,CUST-22073,Online,Holiday Sale,0.055,4,514.76,2025-03,2025-Q1,2025,12
26-02-2025,East,E-Reader,Electronics,87055.17,55410.99,31644.19,36.35,193,3001,0.065,ORD-971141,CUST-93038,Online,Holiday Sale,0.08,4,451.06,2025-02,2025-Q1,2025,9
20-05-2025,East,CRM Suite,Software,202289.82,147950.23,54339.59,26.86,96,,0,ORD-516455,CUST-68054,Retail,Q1 Launch,0.084,1,2107.19,2025-05,2025-Q2,2025,21
07-05-2025,South,CRM Suite,Software,654291.92,420251.59,234040.33,35.77,213,,0,ORD-857050,CUST-82309,Online,Holiday Sale,0.15,4,3071.79,2025-05,2025-Q2,2025,19
12-05-2024,East,Deluxe Widget,Electronics,148491.46,108948.16,39543.31,26.63,283,2607,0.074,ORD-912418,CUST-35838,Retail,Q1 Launch,0.134,2,524.7,2024-05,2024-Q2,2024,19
20-07-2025,East,Cloud Subscription,Software,27853.97,16643.7,11210.27,40.25,20,,0,ORD-787068,CUST-81425,Retail,Spring Promo,0.15,1,1392.7,2025-07,2025-Q3,2025,29
25-04-2025,West,Data Analytics Tool,Software,99228.13,74101.5,25126.63,25.32,97,,0,ORD-959352,CUST-66642,Retail,Back-to-School,0.021,5,1022.97,2025-04,2025-Q2,2025,17
01-10-2025,North,Maintenance Contract,Services,108868.66,80761.27,28107.39,25.82,218,,0,ORD-992144,CUST-52724,Online,Back-to-School,0.096,4,499.4,2025-10,2025-Q4,2025,40
22-03-2025,East,ERP Module,Software,160815.4,112450.23,48365.16,30.07,206,,0,ORD-466091,CUST-76993,Retail,Back-to-School,0.148,4,780.66,2025-03,2025-Q1,2025,12
06-02-2025,East,Installation Service,Services,153669.52,83512.96,70156.56,45.65,278,,0,ORD-875269,CUST-34501,Retail,Holiday Sale,0.089,4,552.77,2025-02,2025-Q1,2025,6
13-07-2024,North,Premium Support,Services,13834.21,7187.07,6647.15,48.05,50,,0,ORD-956111,CUST-50540,Online,Summer Sale,0.078,4,276.68,2024-07,2024-Q3,2024,28
05-02-2025,East,E-Reader,Electronics,17658.27,12013.63,5644.64,31.97,57,2767,0.025,ORD-692147,CUST-48947,Online,Q1 Launch,0.137,1,309.79,2025-02,2025-Q1,2025,6
24-06-2025,West,CRM Suite,Software,452773.41,228913.59,223859.82,49.44,190,,0,ORD-577939,CUST-91090,Retail,Q1 Launch,0.089,2,2383.02,2025-06,2025-Q2,2025,26
16-09-2025,West,Data Analytics Tool,Software,205159.39,141359.54,63799.85,31.1,239,,0,ORD-207412,CUST-85285,Online,Spring Promo,0.099,4,858.41,2025-09,2025-Q3,2025,38
27-05-2025,South,Polo Shirt,Apparel,21518.47,10975.64,10542.82,48.99,205,610,0.074,ORD-404570,CUST-78673,Retail,Holiday Sale,0.078,3,104.97,2025-05,2025-Q2,2025,22
16-06-2024,North,ERP Module,Software,156942.41,82350.09,74592.33,47.53,260,,0,ORD-932880,CUST-51124,Online,Spring Promo,0.082,4,603.62,2024-06,2024-Q2,2024,24
02-09-2025,East,Premium Support,Services,105300.1,76619.71,28680.4,27.24,239,,0,ORD-960923,CUST-94534,Online,Spring Promo,0.062,4,440.59,2025-09,2025-Q3,2025,36
12-10-2025,East,CRM Suite,Software,42933.8,27282.14,15651.66,36.46,41,,0,ORD-765639,CUST-41876,Retail,Spring Promo,0.147,3,1047.17,2025-10,2025-Q4,2025,41
06-09-2024,North,Consulting Hour,Services,104408.22,70798.93,33609.29,32.19,255,,0,ORD-216226,CUST-70389,Wholesale,Back-to-School,0.032,5,409.44,2024-09,2024-Q3,2024,36
13-05-2025,South,E-Reader,Electronics,156182.06,98494.62,57687.44,36.94,266,1227,0.089,ORD-740637,CUST-93065,Retail,Q1 Launch,0.131,5,587.15,2025-05,2025-Q2,2025,20
14-08-2025,West,Consulting Hour,Services,50937.58,38101.77,12835.8,25.2,223,,0,ORD-804169,CUST-74462,Retail,Spring Promo,0.091,5,228.42,2025-08,2025-Q3,2025,33
